score,text
1,"['alain', 'resnais', 'films', 'uncanny', 'way', 'not', 'really', 'edited', 'continuity', 'instead', 'shot', 'seems', 'finish', 'right', 'memory', 'edited', 'love', 'unto', 'death', 'times', 'quiet', 'existential', 'drama', 'roundly', 'creative', 'magical', 'realist', 'movie', 'either', 'way', 'treats', 'audience', 'whole', 'new', 'aspect', 'erosthanatos', 'relationship', 'perhaps', 'creates', 'new', 'relationship', 'agapethanatosthe', 'beginning', 'like', 'bizarre', 'surrealist', 'horror', 'movie', 'woman', 'desperately', 'runs', 'around', 'house', 'man', 'lays', 'dying', 'beddid', 'kill', 'happened', 'soon', 'tension', 'dissolved', 'doctor', 'arrives', 'pronounces', 'dead', 'newer', 'stranger', 'drama', 'begins', 'man', 'wakes', 'dead', 'woman', 'man', 'fall', 'love', 'actually', 'quite', 'tragic', 'consequences', 'meanwhile', 'friends', 'priests', 'watch', 'submit', 'debate', 'nature', 'love', 'faith', 'devotionresnais', 'always', 'seems', 'device', 'make', 'sorts', 'narratives', 'work', 'amazing', 'films', 'devices', 'always', 'work', 'case', 'resnais', 'intercuts', 'scenes', 'shots', 'snow', 'falling', 'arousing', 'orchestral', 'score', 'fades', 'bleeds', 'subsequent', 'shots', 'continue', 'story', 'trapped', 'elegiac', 'aside', 'periodically', 'film', 'develops', 'rhythm', 'not', 'unlike', 'epic', 'poem', 'got', 'strange', 'flashbacks', 'dantes', 'divine', 'comedy', 'one', 'despite', 'lack', 'direct', 'reference', 'within', 'movie', 'resnais', 'known', 'poetic', 'filmmaker', 'extends', 'past', 'cinepoem', 'structure', 'something', 'forces', 'degree', 'introspection', 'viewer', 'possibility', 'bring', 'surface', 'odd', 'recollections', 'memorynarrative', 'resnais', 'createspolarisdib']"
0,"['cannot', 'believe', 'waste', 'time', 'watching', 'garbage', 'leonard', 'maltin', 'gave', 'aa', 'rating', 'tv', 'movies', 'usually', 'reliable', 'indicator', 'quality', 'entertainmentthe', 'acting', 'ok', 'whoever', 'wrote', 'forever', 'denied', 'access', 'medium', 'communication', 'plot', 'ludicrous', 'motivations', 'bad', 'guys', 'totally', 'absent', 'various', 'family', 'interactions', 'silly', 'shallow', 'example', 'dad', 'preaches', 'violent', 'reaction', 'aggression', 'bad', 'turns', 'admirable', 'person', 'not', 'ignore', 'idiots', 'philosophy', 'pretty', 'good', 'fiststhe', 'message', 'able', 'glean', 'pap', 'nuclear', 'family', 'good', 'alternate', 'living', 'arrangements', 'bad', 'oh', 'bad', 'people', 'happen', 'good', 'people']"
1,"['eyeopener', 'women', 'especially', 'overacheiver', 'really', 'enjoyed', 'alices', 'book', 'opportunity', 'meet', 'personally', 'energy', 'enthusiasm', 'subject', 'leaps', 'page', 'sisters', 'ever', 'felt', 'classic', 'struggle', 'making', 'others', 'happy', 'making', 'happy', 'book', 'help', 'put', 'focus', 'without', 'feeling', 'guilt', 'discussion', 'format', 'end', 'chapter', 'makes', 'ideal', 'group', 'discussion', 'personal', 'introspection', 'worth', 'time', 'money', 'alice', 'nailed', 'struggles', 'intellectual', 'women', 'america']"
1,['thank']
1,"['gift', 'hero', 'il', 'volo', 'perfection', 'improve', 'upon', 'perfection', 'young', 'men', 'elevate', 'entertainment', 'supreme', 'level', 'voices', 'alone', 'matured', 'far', 'beyond', 'years', 'command', 'stage', 'total', 'comfort', 'audience', 'stage', 'experience', 'leaves', 'viewers', 'begging', 'far', 'wisest', 'choice', 'gift', 'made', 'entire', 'christmas', 'season', 'enjoy', 'variety', 'fine', 'vocal', 'musical', 'selections', 'pop', 'classical', 'american', 'italian', 'one', 'finest', 'group', 'entertaining', 'young', 'italian', 'vocalists', 'find', 'anywhere', 'earth']"
1,"['thank', 'really', 'would', 'preferred', 'jet', 'blue', 'guys', 'best', 'seats', 'business']"
0,"['accordingly', 'not', 'respond']"
1,"['deborah', 'helped']"
0,"['man', 'hard', 'watch', 'not', 'funny', 'not', 'well', 'made', 'no', 'point', 'plot', 'whatsoever', 'acting', 'horrible', 'not', 'well', 'made', 'looked', 'like', 'bunch', 'kids', 'age', 'screwing', 'around', 'making', 'pointless', 'movie', 'far', 'absolute', 'worst', 'broken', 'lizard', 'movie', 'broken', 'lizard', 'movie', 'like', 'disappointed', 'bored', 'death', 'please', 'skip', 'pointless', 'movie', 'ugly', 'guys', 'looking', 'chicks', 'not', 'regret', 'advice', 'way', 'not', 'say', 'not', 'find', 'review', 'helpful', 'not', 'agree', 'stupid', 'like', 'movie', 'ok', 'scene', 'main', 'guy', 'playing', 'rugby', 'got', 'beat', 'crap', 'liked', 'found', 'character', 'pretty', 'damn', 'annoying']"
1,"['captain', 'americacaptain', 'america', 'death', 'soon', 'pretty', 'good', 'movies', 'captain', 'america', 'one', 'favorite', 'superheros', 'belive', 'movies', 'episodes', 'tv', 'show', 'not', 'sure', 'thought', 'still', 'awesome', 'movies', 'great', 'not', 'seen', 'movies', 'recommend']"
0,"['tromatised', 'picture', 'quality', 'hoping', 'play', 'disc', 'hdtv', 'forget', 'itthe', 'picture', 'quality', 'bloody', 'awful', 'even', 'try', 'boost', 'looks', 'even', 'worsea', 'shame', 'really', 'wanted', 'add', 'trailer', 'collection', 'sadly', 'adding', 'nearest', 'rubbish', 'bindo', 'not', 'check', 'picture', 'quality', 'dvds', 'anymore']"
1,"['full', 'house', 'came', 'remember', 'seeing', 'reruns', 'americas', 'funniest', 'home', 'videos', 'bob', 'saget', 'one', 'day', 'mom', 'told', 'also', 'show', 'called', 'full', 'house', 'one', 'day', 'lucky', 'enough', 'catch', 'episode', 'visiting', 'family', 'not', 'seem', 'interesting', 'first', 'watched', 'ever', 'night', 'would', 'itthis', 'show', 'really', 'makes', 'want', 'hang', 'girls', 'go', 'places', 'maybe', 'even', 'join', 'little', 'family', 'singalongsthe', 'thing', 'like', 'full', 'house', 'great', 'show', 'kids', 'adults', 'ages', 'parts', 'adults', 'parts', 'meant', 'kids', 'whole', 'family', 'enjoy', 'no', 'matter', 'cheesy', 'still', 'great', 'show', 'would', 'definitely', 'recommend', 'anyone']"
0,"['second', 'cuisinart', 'early', 'demise', 'purchased', 'coffeemaker', 'morning', 'went', 'make', 'coffee', 'light', 'comes', 'coffee', 'not', 'brew', 'previous', 'coffeemaker', 'cuisinart', 'grind', 'brew', 'thing', 'disappointed', 'product', 'never', 'recommend', 'cuisinart', 'coffeemaker', 'anyone', 'waste', 'money', 'course', 'past', 'warranty']"
1,"['durable', 'functional', 'using', 'months', 'lost', 'one', 'using', 'second', 'one', 'great', 'quality', 'not', 'bend', 'cleans', 'sorts', 'straws', 'wish', 'knew', 'child', 'born', 'price', 'cannot', 'beat', 'would', 'absolutely', 'recommend']"
1,"['glad', 'guys', 'business', 'w', 'class', 'competitors']"
0,"['alist', 'preferred', 'customer', 'loyal', 'swa', 'however', 'inflight', 'wifi', 'no', 'better', 'today', 'years', 'ago']"
0,"['world', 'would', 'someone', 'make', 'piece', 'trash', 'movie', 'first', 'two', 'zombie', 'bloodbath', 'movies', 'stupid', 'enough', 'takes', 'cake', 'worst', 'trilogy', 'perhaps', 'time', 'todd', 'sheets', 'still', 'director', 'no', 'longer', 'screenwriter', 'not', 'negative', 'positive', 'considering', 'untalented', 'guy', 'wrote', 'one', 'writing', 'heavily', 'reliant', 'fword', 'used', 'somewhere', 'times', 'nausea', 'acting', 'par', 'last', 'two', 'bloodbath', 'movies', 'naturally', 'worst', 'ever', 'seen', 'special', 'effects', 'better', 'last', 'still', 'look', 'godawful', 'plot', 'become', 'complicated', 'good', 'government', 'experiment', 'gone', 'wrong', 'zombies', 'produced', 'also', 'featured', 'cryogenically', 'frozen', 'mutant', 'zombie', 'school', 'kids', 'know', 'time', 'travel', 'leading', 'one', 'idiotic', 'endings', 'ever', 'seen', 'movie', 'goes', 'outtakes', 'strange', 'whole', 'movie', 'outtake', 'see', 'make', 'fun', 'go', 'serious', 'mind', 'might', 'possibly', 'kill', 'yourselfmy', 'rating', 'bomb', 'mins']"
0,"['cannot', 'say', 'much', 'film', 'think', 'speaks', 'current', 'ratings', 'rented', 'two', 'years', 'ago', 'totally', 'regretted', 'even', 'tried', 'like', 'watching', 'twice', 'not', 'safely', 'say', 'absolutely', 'no', 'desire', 'see', 'waste', 'time', 'ever', 'ever', 'not', 'one', 'trash', 'movie', 'truly', 'believe', 'awful', 'not', 'even', 'funny', 'slightest', 'bits', 'enjoyed', 'scenes', 'christopher', 'walken', 'think', 'film', 'ruined', 'jack', 'black', 'ben', 'stiller', 'think', 'see', 'one', 'films', 'nowadays', 'terrible', 'movie', 'reminds', 'not', 'waste', 'money', 'amy', 'poehler', 'annoying', 'toooverall', 'well', 'think', 'get', 'point', 'stars', 'walken', 'way']"
0,"['although', 'better', 'first', 'mulva', 'not', 'say', 'much', 'anyways', 'would', 'rather', 'watch', 'paint', 'dry', 'still', 'sucks', 'favor', 'avoid', 'anything', 'low', 'budget', 'pictures', 'guys', 'suckered', 'buying', 'dvds', 'support', 'indy', 'filmmakers', 'boy', 'regret', 'not', 'even', 'officially', 'released', 'yet', 'not', 'bootlegsbought', 'filmmakers', 'cannot', 'even', 'list', 'bad', 'avoid', 'anything', 'teen', 'ape', 'bonejack', 'pop', 'small', 'indy', 'films', 'friends', 'friends', 'guys', 'chances', 'movies', 'fun', 'making', 'watch', 'no', 'way', 'bad', 'video', 'bad', 'audio', 'bad', 'acting', 'bad', 'plotetc', 'etc', 'not', 'even', 'funny', 'gave', 'one', 'debbie', 'rochon', 'maybe', 'not', 'even', 'deserve', 'th', 'star', 'show', 'slightly', 'better', 'first', 'wish', 'rated', 'negatives', 'want', 'decent', 'no', 'budget', 'film', 'go', 'pick', 'something', 'lbps', 'friends', 'freak', 'productions', 'like', 'marty', 'jenkins', 'even', 'raising', 'stakes', 'actually', 'decent']"
1,"['works', 'comfortable']"
1,"['wonderful', 'flight', 'attendant', 'named', 'leah', 'us', 'lga', 'den', 'den', 'anchorage']"
1,"['yummy', 'solution', 'soy', 'love', 'using', 'braggs', 'instead', 'usual', 'soy', 'also', 'love', 'product', 'healthy', 'use', 'everything', 'asian', 'food', 'soups', 'love', 'love', 'lover', 'product']"
0,"['know', 'want', 'escavate', 'moon', 'realand', 'geneve', 'debated', 'project', 'lead', 'make', 'possible', 'time', 'machineall', 'say', 'movie', 'based', 'facts', 'futureat', 'time', 'moviescientifical', 'projects', 'real', 'hope', 'moon', 'exist', 'not', 'happen', 'movie', 'movie', 'saw', 'original', 'movie', 'also', 'read', 'book', 'book', 'not', 'like', 'though', 'movie', 'yesi', 'totally', 'agree', 'previous', 'comment', 'movie', 'depressingunlike', 'onethat', 'good', 'force', 'one', 'paralled', 'future', 'good', 'movie']"
1,"['keyboard', 'litteraly', 'amazing', 'length', 'minsthis', 'must', 'bought', 'not', 'sure', 'set', 'saw', 'difference', 'crazy', 'cycle', 'backlight', 'settings', 'no', 'e', 'backlight', 'red', 'blacklight', 'bright', 'purple', 'black', 'lightanother', 'adjust', 'brightness', 'back', 'light', 'nob', 'keyboard', 'also', 'incluidesa', 'volume', 'switcha', 'pause', 'skip', 'rewindstop', 'button', 'works', 'many', 'programs', 'like', 'windows', 'media', 'player', 'itunes', 'media', 'managing', 'programs', 'etcand', 'last', 'feature', 'wristwrest', 'fortable', 'adjustable', 'hand', 'size']"
1,"['doityourself', 'indie', 'horror', 'auteur', 'todd', 'sheets', 'returns', 'another', 'entertainingly', 'atrocious', 'nickelndime', 'shotonvideo', 'clunker', 'basically', 'feeble', 'excuse', 'sling', 'around', 'lot', 'watery', 'blood', 'gleaming', 'guts', 'often', 'possible', 'evil', 'demonic', 'scarecrow', 'resurrects', 'dead', 'ravenous', 'rotfaced', 'zombies', 'feast', 'living', 'bunch', 'bickering', 'college', 'kids', 'trio', 'dangerous', 'escaped', 'convicts', 'led', 'vicious', 'slade', 'byron', 'nichodemus', 'hamming', 'outrageous', 'degree', 'two', 'equally', 'savage', 'sleazeball', 'hoodlums', 'trio', 'hottie', 'sisters', 'best', 'survive', 'harrowing', 'ordeal', 'needlessly', 'muddled', 'convoluted', 'plot', 'fortunately', 'hilariously', 'horrendous', 'hoot', 'lacks', 'narrative', 'coherence', 'plenty', 'compensates', 'pleasing', 'plethora', 'gloriously', 'grossngraphic', 'gore', 'disgusting', 'highlights', 'include', 'woman', 'fingers', 'chopped', 'fatal', 'gunshot', 'young', 'gals', 'groin', 'attempted', 'necrophiliac', 'rape', 'evisceration', 'course', 'repulsive', 'entrail', 'eating', 'shake', 'pile', 'moist', 'intestines', 'moreover', 'also', 'got', 'rough', 'grainy', 'cinematography', 'constantly', 'alternates', 'washedout', 'color', 'grimy', 'black', 'white', 'ineptly', 'staged', 'fight', 'scenes', 'lousy', 'acting', 'uniformly', 'pathetic', 'noname', 'cast', 'jerry', 'angell', 'particular', 'cops', 'top', 'crummy', 'thespic', 'dishonors', 'laughably', 'abysmal', 'histrionics', 'slimy', 'nocount', 'psycho', 'criminal', 'joe', 'bob', 'grating', 'headbanging', 'thrash', 'metal', 'soundtrack', 'generic', 'shiverynominous', 'synthesizer', 'score', 'let', 'us', 'not', 'forget', 'ridiculous', 'ending', 'several', 'survivors', 'stumble', 'across', 'vials', 'flesheating', 'bacteria', 'use', 'shambling', 'undead', 'hordes', 'sure', 'flick', 'pure', 'dreck', 'certain', 'endearingly', 'abominable', 'quality', 'turn', 'makes', 'great', 'deal', 'soawfulit', 'isawesome', 'grade', 'z', 'fun', 'hardcore', 'aficionados', 'bad', 'fright', 'fare']"
0,"['sincerely', 'consider', 'movie', 'another', 'poor', 'effort', 'dominican', 'movie', 'industry', 'first', 'minutes', 'movie', 'little', 'funny', 'switch', 'role', 'society', 'men', 'women', 'usually', 'women', 'men', 'usually', 'movie', 'falls', 'becoming', 'boring', 'not', 'funny', 'let', 'many', 'things', 'without', 'explanation', 'end', 'movie', 'predictable', 'not', 'like', 'way', 'roberto', 'angel', 'played', 'character', 'little', 'either', 'went', 'movies', 'theater', 'hoping', 'see', 'good', 'work', 'went', 'really', 'disappointedi', 'not', 'recommend', 'movie']"
1,"['gets', 'job', 'done']"
1,"['smash', 'classics', 'far', 'best', 'aspect', 'game', 'developers', 'managed', 'put', 'real', 'world', 'cars', 'without', 'using', 'names', 'license', 'hence', 'smash', 'excellent', 'game', 'play', 'lots', 'lots', 'different', 'play', 'modes', 'many', 'cars', 'good', 'playstation', 'paint', 'booth', 'disappointing', 'part', 'announcer', 'done', 'without', 'entirely', 'alright', 'game', 'difficult', 'without', 'unbeatable', 'lots', 'surprises', 'get', 'game', 'soon']"
1,"['thank', 'refunding', 'bag', 'fee', 'look', 'forward', 'return', 'today', 'hope']"
0,"['empty', 'st', 'class', 'chairman', 'cannot', 'move', 'due', 'silly', 'award', 'travel', 'rule', 'trumping', 'common', 'sense', 'customer', 'service', 'fail']"
1,"['comfort', 'whole', 'family']"
1,"['go', 'napkins', 'pretty', 'much', 'say']"
1,"['small', 'sleek', 'impressive', 'looking', 'practical', 'setup', 'ample', 'storage', 'place']"
1,"['nice', 'remember', 'get', 'chain', 'nice', 'quality', 'pendant', 'comes', 'little', 'black', 'drawstring', 'sack', 'not', 'forget', 'get', 'add', 'chain', 'like', 'pendant', 'no', 'necklace']"
1,"['dropped', 'phone', 'times', 'say', 'even', 'concrete', 'phone', 'still', 'great', 'knock', 'wood']"
1,"['brazilian', 'jazz', 'reissue', 'album', 'originally', 'pointer', 'label', 'several', 'albums', 'title', 'brazilian', 'jazz', 'singer', 'leny', 'andrade']"
1,"['month', 'worked', 'flawlessly', 'far']"
0,"['really', 'getting', 'nerves']"
0,"['not', 'watch', 'minutes', 'great', 'combination', 'really', 'bad', 'acting', 'really', 'bad', 'directing', 'shots', 'used', 'disgusting', 'broke', 'degrees', 'angle', 'time', 'head', 'hurts', 'try', 'watch', 'load', 'know', 'dirt', 'mystery', 'machine', 'window', 'make', 'see', 'light', 'lighting', 'windowsannoying', 'else', 'badly', 'framed', 'time', 'make', 'want', 'scream', 'lady', 'directing', 'directed', 'short', 'films', 'pretty', 'sure', 'would', 'way', 'better', 'directing', 'feature', 'film', 'story', 'unbelievable', 'long', 'french', 'kissing', 'scene', 'beginning', 'tell', 'going', 'pretty', 'awful', 'pretty', 'much', 'try', 'avoid', 'really', 'bad', 'movies', 'cost', 'save', 'bucks', 'rental', 'h', 'hour', 'life', 'never', 'get', 'back']"
1,"['let', 'us', 'know', 'advance', 'reboot', 'yes', 'thanks', 'attentiveness']"
1,"['lost', 'holds', 'something', 'interesting', 'everyone', 'say', 'awfully', 'lot', 'series', 'awfully', 'lot', 'said', 'not', 'one', 'spell', 'read', 'persons', 'loved', 'know', 'want', 'watch', 'nice', 'thing', 'series', 'totally', 'new', 'not', 'much', 'movies', 'even', 'fewer', 'series', 'based', 'theme', 'suspense', 'lost', 'lives', 'theme', 'pride', 'unexplained', 'combine', 'exotic', 'location', 'nice', 'plot', 'twists', 'excellent', 'cast', 'good', 'format', 'present', 'past', 'combined', 'single', 'episodes', 'series', 'every', 'episode', 'story', 'part', 'greater', 'telling', 'want', 'insights', 'characters', 'want', 'see', 'overall', 'picture', 'want', 'know', 'writers', 'taking', 'result', 'series', 'not', 'let', 'go', 'sceptic', 'note', 'series', 'went', 'bit', 'season', 'probably', 'due', 'success', 'well', 'known', 'lost', 'written', 'one', 'season', 'originally', 'overwhelming', 'success', 'followed', 'writers', 'overwhelmed', 'opinion', 'made', 'mistake', 'add', 'even', 'mysteries', 'higher', 'pace', 'season', 'solve', 'ones', 'partially', 'least', 'ones', 'season', 'end', 'season', 'ended', 'big', 'blurr', 'secrets', 'plot', 'twists', 'unexplained', 'phenomena', 'much', 'viewer', 'take', 'difference', 'season', 'however', 'huge', 'season', 'handed', 'lot', 'insights', 'partially', 'replace', 'new', 'questions', 'exactly', 'write', 'want', 'thumble', 'one', 'plot', 'twist', 'next', 'not', 'get', 'tsunami', 'secrets', 'spread', 'pick', 'explain', 'viewers', 'got', 'season', 'brings', 'us', 'promising', 'series', 'future', 'season', 'good', 'see', 'different', 'format', 'series', 'hugely', 'popular']"
0,"['miamiphl', 'flight', 'cancelled', 'flightled', 'got', 'gate', 'no', 'one', 'aa', 'around', 'no', 'one', 'phone', 'awful', 'awful', 'awful']"
0,"['first', 'episode', 'set', 'bar', 'quite', 'high', 'thought', 'starred', 'william', 'hurt', 'hitman', 'contracted', 'kill', 'toymaker', 'given', 'little', 'information', 'character', 'paying', 'kill', 'indeed', 'episode', 'notable', 'no', 'dialogue', 'returning', 'modernist', 'penthouse', 'delivered', 'package', 'containing', 'toy', 'soldiers', 'gives', 'smile', 'dismisses', 'goes', 'business', 'night', 'hell', 'soldiers', 'alive', 'wage', 'war', 'driving', 'jeeps', 'shooting', 'machine', 'guns', 'bazookas', 'even', 'flying', 'helicopters', 'special', 'effects', 'good', 'tv', 'show', 'becomes', 'quite', 'tense', 'dodges', 'around', 'apartment', 'using', 'wits', 'survive', 'sometimes', 'getting', 'upper', 'hand', 'times', 'not', 'not', 'spoil', 'ending', 'suffice', 'say', 'clever', 'little', 'twist', 'gave', 'hope', 'rest', 'series', 'disappointment', 'episodes', 'rubbish', 'lost', 'interest', 'fourth', 'one', 'stephen', 'king', 'adaptations', 'always', 'mixed', 'bag', 'no', 'exception']"
0,"['yes', 'however', 'seats', 'assign', 'us', 'day', 'never', 'together', 'want', 'sit', 'husband', 'impossible']"
0,"['however', 'needed', 'better', 'instructions']"
0,"['aka', 'blood', 'castle', 'scream', 'demonspoilerthis', 'drivein', 'feature', 'cobilled', 'velvet', 'vampire', 'spanishitalian', 'coproduction', 'series', 'women', 'village', 'murdered', 'around', 'time', 'local', 'count', 'named', 'yanos', 'dalmar', 'seen', 'horseback', 'riding', 'maneating', 'dog', 'behind', 'himthe', 'townsfolk', 'already', 'suspect', 'one', 'behind', 'want', 'castle', 'burned', 'murders', 'first', 'began', 'around', 'time', 'count', 'yanos', 'older', 'brother', 'count', 'igor', 'dalmar', 'horribly', 'burned', 'killed', 'lab', 'accidentthen', 'woman', 'ivanna', 'erna', 'schuer', 'igor', 'hired', 'death', 'assist', 'experiments', 'shows', 'yanos', 'agrees', 'hire', 'place', 'brother', 'together', 'seek', 'formulae', 'regeneration', 'dead', 'cells', 'yanos', 'wants', 'bring', 'igors', 'charred', 'corpse', 'back', 'lifebut', 'course', 'igor', 'still', 'alive', 'although', 'horribly', 'burned', 'stalking', 'killing', 'women', 'village', 'see', 'charbroiled', 'face', 'appear', 'various', 'points', 'film', 'know', 'still', 'alive', 'making', 'whole', 'thing', 'seem', 'little', 'bit', 'obviousigor', 'meets', 'another', 'fiery', 'end', 'gets', 'fight', 'yanos', 'ivanna', 'burning', 'candles', 'falling', 'bed', 'igor', 'stumbles', 'meeting', 'yet', 'another', 'final', 'charbroiled', 'endthe', 'retromedia', 'dvd', 'taken', 'vhs', 'source', 'looks', 'quite', 'grainy', 'bad', 'even', 'scratchier', 'trailer', 'no', 'extras', 'included', 'although', 'nice', 'creepy', 'spanish', 'castle', 'good', 'atmospherics', 'found', 'fairly', 'boring', 'predictable', 'no', 'excitement', 'mystery', 'whatsoever']"
